v1,v2
0,"['that', 'is', 'wondarfull', 'song']"
0,"['one', 'of', 'best', 'dialogue', 'in', 'cute', 'reltnship', 'wen', 'i', 'die']"
0,"['thanks', 'for', 'being', 'there', 'for', 'me', 'just', 'to', 'talk', 'to', 'on', 'saturday', 'you', 'are', 'very', 'dear', 'to', 'me', 'i', 'cherish', 'having', 'you', 'as', 'a', 'brother', 'and', 'role', 'model']"
0,"['i', 'dont', 'have', 'any', 'of', 'your', 'file', 'in', 'my', 'bag', 'i', 'was', 'in', 'work', 'when', 'you', 'called', 'me', 'i', 'll', 'tell', 'you', 'if', 'i', 'find', 'anything', 'in', 'my', 'room']"
1,"['s', 'flirting', 'now', 'txt', 'girl', 'or', 'bloke', 'ur', 'name', 'age', 'eg', 'girl', 'zoe', 'to', 'to', 'join', 'and', 'get', 'chatting']"
0,"['you', 'give', 'us', 'back', 'my', 'id', 'proof', 'and', 'lt', 'gt', 'rs', 'we', 'wont', 'allow', 'you', 'to', 'work', 'we', 'will', 'come', 'to', 'your', 'home', 'within', 'days']"
0,"['from', 'to', 'only', 'my', 'work', 'timing']"
0,"['you', 've', 'always', 'been', 'the', 'brainy', 'one']"
0,"['thanks', 'for', 've', 'lovely', 'wisheds', 'you', 'rock']"
0,"['when', 'you', 'guys', 'planning', 'on', 'coming', 'over']"
0,"['jay', 'wants', 'to', 'work', 'out', 'first', 'how', 's', 'sound']"
0,"['bull', 'your', 'plan', 'was', 'to', 'go', 'floating', 'off', 'to', 'ikea', 'with', 'me', 'without', 'a', 'care', 'in', 'the', 'world', 'so', 'i', 'have', 'to', 'live', 'with', 'your', 'mess', 'another', 'day']"
0,"['sorry', 'i', 'll', 'call', 'later', 'in', 'meeting']"
0,"['then', 'we', 'wait', 'u', 'lor', 'no', 'need', 'feel', 'bad', 'lar']"
1,"['not', 'heard', 'from', 'u', 'a', 'while', 'call', 'rude', 'chat', 'private', 'line', 'to', 'cum', 'wan', 'c', 'pics', 'of', 'me', 'gettin', 'shagged', 'then', 'text', 'pix', 'to', 'end', 'send', 'stop', 'sam', 'xxx']"
0,"['k', 'go', 'and', 'sleep', 'well', 'take', 'rest']"
0,"['yup', 'leaving', 'right', 'now', 'be', 'back', 'soon']"
0,"['oi', 'ami', 'parchi', 'na', 're', 'kicchu', 'kaaj', 'korte', 'iccha', 'korche', 'na', 'phone', 'ta', 'tul', 'na', 'plz', 'plz']"
0,"['can', 'dunno', 'wat', 'to', 'get', 'her']"
0,"['oh', 'k', 'after', 'that', 'placement', 'there', 'ah']"
1,"['themob', 'check', 'out', 'our', 'newest', 'selection', 'of', 'content', 'games', 'tones', 'gossip', 'babes', 'and', 'sport', 'keep', 'your', 'mobile', 'fit', 'and', 'funky', 'text', 'wap', 'to']"
0,"['just', 'got', 'up', 'have', 'to', 'be', 'out', 'of', 'the', 'room', 'very', 'soon', 'â', 'ã', '_', 'i', 'hadn', 't', 'put', 'the', 'clocks', 'back', 'til', 'at', 'i', 'shouted', 'at', 'everyone', 'to', 'get', 'up', 'and', 'then', 'realised', 'it', 'was', 'wahay', 'another', 'hour', 'in', 'bed']"
0,"['so', 'li', 'hai', 'me', 'bored', 'now', 'da', 'lecturer', 'repeating', 'last', 'weeks', 'stuff', 'waste', 'time']"
0,"['yes', 'but', 'i', 'don', 't', 'care', 'cause', 'i', 'know', 'its', 'there']"
0,"['get', 'ready', 'for', 'lt', 'gt', 'inches', 'of', 'pleasure']"
0,"['i', 'have', 'a', 'sore', 'throat', 'it', 's', 'scratches', 'when', 'i', 'talk']"
0,"['send', 'ur', 'birthdate', 'with', 'month', 'and', 'year', 'i', 'will', 'tel', 'u', 'ur', 'life', 'partner', 's', 'name', 'and', 'the', 'method', 'of', 'calculation', 'reply', 'must']"
0,"['ok', 'i', 'only', 'ask', 'abt', 'e', 'movie', 'u', 'wan', 'ktv', 'oso']"
0,"['my', 'drive', 'can', 'only', 'be', 'read', 'i', 'need', 'to', 'write']"
0,"['where', 'are', 'you', 'what', 'are', 'you', 'doing', 'are', 'yuou', 'working', 'on', 'getting', 'the', 'pc', 'to', 'your', 'mom', 's', 'did', 'you', 'find', 'a', 'spot', 'that', 'it', 'would', 'work', 'i', 'need', 'you']"
1,"['download', 'as', 'many', 'ringtones', 'as', 'u', 'like', 'no', 'restrictions', 's', 'choose', 'u', 'can', 'even', 'send', 'yr', 'buddys', 'txt', 'sir', 'to', 'ã', 'â']"
0,"['for', 'me', 'the', 'love', 'should', 'start', 'with', 'attraction', 'i', 'should', 'feel', 'that', 'i', 'need', 'her', 'every', 'time', 'around', 'me', 'she', 'should', 'be', 'the', 'first', 'thing', 'which', 'comes', 'in', 'my', 'thoughts', 'i', 'would', 'start', 'the', 'day', 'and', 'end', 'it', 'with', 'her', 'she', 'should', 'be', 'there', 'every', 'time', 'i', 'dream', 'love', 'will', 'be', 'then', 'when', 'my', 'every', 'breath', 'has', 'her', 'name', 'my', 'life', 'should', 'happen', 'around', 'her', 'my', 'life', 'will', 'be', 'named', 'to', 'her', 'i', 'would', 'cry', 'for', 'her', 'will', 'give', 'all', 'my', 'happiness', 'and', 'take', 'all', 'her', 'sorrows', 'i', 'will', 'be', 'ready', 'to', 'fight', 'with', 'anyone', 'for', 'her', 'i', 'will', 'be', 'in', 'love', 'when', 'i', 'will', 'be', 'doing', 'the', 'craziest', 'things', 'for', 'her', 'love', 'will', 'be', 'when', 'i', 'don', 't', 'have', 'to', 'proove', 'anyone', 'that', 'my', 'girl', 'is', 'the', 'most', 'beautiful', 'lady', 'on', 'the', 'whole', 'planet', 'i', 'will', 'always', 'be', 'singing', 'praises', 'for', 'her', 'love', 'will', 'be', 'when', 'i', 'start', 'up', 'making', 'chicken', 'curry', 'and', 'end', 'up', 'makiing', 'sambar', 'life', 'will', 'be', 'the', 'most', 'beautiful', 'then', 'will', 'get', 'every', 'morning', 'and', 'thank', 'god', 'for', 'the', 'day', 'because', 'she', 'is', 'with', 'me', 'i', 'would', 'like', 'to', 'say', 'a', 'lot', 'will', 'tell', 'later']"
0,"['aight', 'no', 'rush', 'i', 'll', 'ask', 'jay']"
0,"['yes', 'here', 'tv', 'is', 'always', 'available', 'in', 'work', 'place']"
0,"['sure', 'but', 'since', 'my', 'parents', 'will', 'be', 'working', 'on', 'tuesday', 'i', 'don', 't', 'really', 'need', 'a', 'cover', 'story']"
0,"['i', 'm', 'done', 'i', 'm', 'sorry', 'i', 'hope', 'your', 'next', 'space', 'gives', 'you', 'everything', 'you', 'want', 'remember', 'all', 'the', 'furniture', 'is', 'yours', 'if', 'i', 'm', 'not', 'around', 'when', 'you', 'move', 'it', 'just', 'lock', 'all', 'the', 'locks', 'and', 'leave', 'the', 'key', 'with', 'jenne']"
0,"['correct', 'so', 'how', 'was', 'work', 'today']"
0,"['shall', 'i', 'bring', 'us', 'a', 'bottle', 'of', 'wine', 'to', 'keep', 'us', 'amused', 'only', 'joking', 'iâ', 'ã', 'ã', 'll', 'bring', 'one', 'anyway']"
0,"['where', 'r', 'e', 'meeting', 'tmr']"
0,"['now', 'i', 'm', 'going', 'out', 'dinner', 'soon']"
0,"['do', 'you', 'work', 'all', 'this', 'week']"
1,"['ur', 'balance', 'is', 'now', 'ã', 'â', 'next', 'question', 'complete', 'the', 'landmark', 'big', 'a', 'bob', 'b', 'barry', 'or', 'c', 'ben', 'text', 'a', 'b', 'or', 'c', 'to', 'good', 'luck']"
0,"['did', 'u', 'download', 'the', 'fring', 'app']"
0,"['yes', 'he', 'is', 'really', 'great', 'bhaji', 'told', 'kallis', 'best', 'cricketer', 'after', 'sachin', 'in', 'world', 'very', 'tough', 'to', 'get', 'out']"
0,"['great', 'i', 'hope', 'you', 'like', 'your', 'man', 'well', 'endowed', 'i', 'am', 'lt', 'gt', 'inches']"
0,"['as', 'in', 'missionary', 'hook', 'up', 'doggy', 'hook', 'up', 'standing']"
0,"['i', 'promise', 'to', 'take', 'good', 'care', 'of', 'you', 'princess', 'i', 'have', 'to', 'run', 'now', 'please', 'send', 'pics', 'when', 'you', 'get', 'a', 'chance', 'ttyl']"
0,"['we', 'have', 'sent', 'jd', 'for', 'customer', 'service', 'cum', 'accounts', 'executive', 'to', 'ur', 'mail', 'id', 'for', 'details', 'contact', 'us']"
0,"['hi', 'hope', 'u', 'get', 'this', 'txt', 'journey', 'hasnt', 'been', 'gd', 'now', 'about', 'mins', 'late', 'i', 'think']"
0,"['mm', 'i', 'had', 'my', 'food', 'da', 'from', 'out']"
1,"['text', 'pass', 'to', 'to', 'collect', 'your', 'polyphonic', 'ringtones', 'normal', 'gprs', 'charges', 'apply', 'only', 'enjoy', 'your', 'tones']"
0,"['same', 'to', 'u']"
0,"['so', 'u', 'gonna', 'get', 'deus', 'ex']"
0,"['so', 'there', 's', 'a', 'ring', 'that', 'comes', 'with', 'the', 'guys', 'costumes', 'it', 's', 'there', 'so', 'they', 'can', 'gift', 'their', 'future', 'yowifes', 'hint', 'hint']"
0,"['yo', 'call', 'me', 'when', 'you', 'get', 'the', 'chance', 'a', 'friend', 'of', 'mine', 'wanted', 'me', 'to', 'ask', 'you', 'about', 'a', 'big', 'order']"
0,"['no', 'plans', 'yet', 'what', 'are', 'you', 'doing']"
0,"['no', 'problem', 'talk', 'to', 'you', 'later']"
0,"['sindu', 'got', 'job', 'in', 'birla', 'soft']"
0,"['i', 'dun', 'thk', 'i', 'll', 'quit', 'yet', 'hmmm', 'can', 'go', 'jazz', 'yogasana', 'oso', 'can', 'we', 'can', 'go', 'meet', 'em', 'after', 'our', 'lessons', 'den']"
0,"['nights', 'we', 'nt', 'staying', 'at', 'port', 'step', 'liao', 'too', 'ex']"
0,"['how', 'long', 'does', 'applebees', 'fucking', 'take']"
0,"['i', 'donno', 'its', 'in', 'your', 'genes', 'or', 'something']"
1,"['urgent', 'you', 'have', 'won', 'a', 'week', 'free', 'membership', 'in', 'our', 'ã', 'â', 'prize', 'jackpot', 'txt', 'the', 'word', 'claim', 'to', 'no', 't', 'c', 'www', 'dbuk', 'net', 'lccltd', 'pobox', 'ldnwarw']"
1,"['please', 'call', 'our', 'customer', 'service', 'representative', 'on', 'between', 'am', 'pm', 'as', 'you', 'have', 'won', 'a', 'guaranteed', 'ã', 'â', 'cash', 'or', 'ã', 'â', 'prize']"
0,"['yeah', 'probably', 'here', 'for', 'a', 'while']"
0,"['he', 'will', 'you', 'guys', 'close']"
0,"['i', 'should', 'add', 'that', 'i', 'don', 't', 'really', 'care', 'and', 'if', 'you', 'can', 't', 'i', 'can', 'at', 'least', 'get', 'this', 'dude', 'to', 'fuck', 'off', 'but', 'hey', 'your', 'money', 'if', 'you', 'want', 'it']"
0,"['probably', 'gonna', 'swing', 'by', 'in', 'a', 'wee', 'bit']"
0,"['wow', 'so', 'healthy', 'old', 'airport', 'rd', 'lor', 'cant', 'thk', 'of', 'anything', 'else', 'but', 'i', 'll', 'b', 'bathing', 'my', 'dog', 'later']"
0,"['no', 'management', 'puzzeles']"
1,"['urgent', 'we', 'are', 'trying', 'to', 'contact', 'u', 'todays', 'draw', 'shows', 'that', 'you', 'have', 'won', 'a', 'ã', 'â', 'prize', 'guaranteed', 'call', 'from', 'land', 'line', 'claim', 'c', 'validhrs', 'only']"
1,"['no', 'nokia', 'tone', 'ur', 'mob', 'every', 'week', 'just', 'txt', 'nok', 'to', 'st', 'tone', 'free', 'so', 'get', 'txtin', 'now', 'and', 'tell', 'ur', 'friends', 'p', 'tone', 'reply', 'hl', 'info']"
0,"['yup', 'but', 'not', 'studying', 'surfing', 'lor', 'i', 'm', 'in', 'e', 'lazy', 'mode', 'today']"
0,"['ya', 'that', 'one', 'is', 'slow', 'as', 'poo']"
0,"['those', 'were', 'my', 'exact', 'intentions']"
0,"['whenevr', 'ur', 'sad', 'whenevr', 'ur', 'gray', 'remembr', 'im', 'here', 'listn', 'watevr', 'u', 'wanna', 'say', 'jus', 'walk', 'wid', 'me', 'a', 'little', 'while', 'amp', 'i', 'promise', 'i', 'll', 'bring', 'back', 'ur', 'smile']"
1,"['free', 'for', 'st', 'week', 'no', 'nokia', 'tone', 'ur', 'mobile', 'every', 'week', 'just', 'txt', 'nokia', 'to', 'get', 'txting', 'and', 'tell', 'ur', 'mates', 'www', 'getzed', 'co', 'uk', 'pobox', 'wwq', 'normp', 'tone']"
1,"['u', 'have', 'a', 'secret', 'admirer', 'who', 'is', 'looking', 'make', 'contact', 'with', 'u', 'find', 'out', 'who', 'they', 'r', 'reveal', 'who', 'thinks', 'ur', 'so', 'special', 'call', 'on', 'stopsms', 'ppm']"
0,"['oh', 'right', 'ok', 'i', 'll', 'make', 'sure', 'that', 'i', 'do', 'loads', 'of', 'work', 'during', 'the', 'day', 'got', 'a', 'really', 'nasty', 'cough', 'today', 'and', 'is', 'dry', 'n', 'shot', 'so', 'that', 'should', 'really', 'help', 'it']"
0,"['time', 'n', 'smile', 'r', 'the', 'two', 'crucial', 'things', 'in', 'our', 'life', 'sometimes', 'time', 'makes', 'us', 'to', 'forget', 'smile', 'and', 'sometimes', 'someone', 's', 'smile', 'makes', 'us', 'to', 'forget', 'time', 'gud', 'noon']"
0,"['they', 'can', 'try', 'they', 'can', 'get', 'lost', 'in', 'fact', 'tee', 'hee']"
1,"['freemsg', 'hey', 'u', 'i', 'just', 'got', 'of', 'these', 'video', 'pic', 'fones', 'reply', 'wild', 'to', 'this', 'txt', 'ill', 'send', 'u', 'my', 'pics', 'hurry', 'up', 'im', 'so', 'bored', 'at', 'work', 'xxx', 'p', 'rcvd', 'stopstop']"
0,"['fine', 'i', 'miss', 'you', 'very', 'much']"
0,"['i', 'wnt', 'to', 'buy', 'a', 'bmw', 'car', 'urgently', 'its', 'vry', 'urgent', 'but', 'hv', 'a', 'shortage', 'of', 'lt', 'gt', 'lacs', 'there', 'is', 'no', 'source', 'to', 'arng', 'dis', 'amt', 'lt', 'gt', 'lacs', 'thats', 'my', 'prob']"
0,"['im', 'on', 'the', 'snowboarding', 'trip', 'i', 'was', 'wondering', 'if', 'your', 'planning', 'to', 'get', 'everyone', 'together', 'befor', 'we', 'go', 'a', 'meet', 'and', 'greet', 'kind', 'of', 'affair', 'cheers']"
0,"['ok', 'now', 'i', 'am', 'in', 'bus', 'if', 'i', 'come', 'soon', 'i', 'will', 'come', 'otherwise', 'tomorrow']"
0,"['i', 'have', 'lost', 'kilos', 'as', 'of', 'today']"
0,"['am', 'i', 'that', 'much', 'bad', 'to', 'avoid', 'like', 'this']"
0,"['understand', 'his', 'loss', 'is', 'my', 'gain', 'so', 'do', 'you', 'work', 'school']"
0,"['just', 'sing', 'hu', 'i', 'think', 'its', 'also', 'important', 'to', 'find', 'someone', 'female', 'that', 'know', 'the', 'place', 'well', 'preferably', 'a', 'citizen', 'that', 'is', 'also', 'smart', 'to', 'help', 'you', 'navigate', 'through', 'even', 'things', 'like', 'choosing', 'a', 'phone', 'plan', 'require', 'guidance', 'when', 'in', 'doubt', 'ask', 'especially', 'girls']"
0,"['i', 'could', 'ask', 'carlos', 'if', 'we', 'could', 'get', 'more', 'if', 'anybody', 'else', 'can', 'chip', 'in']"
0,"['how', 's', 'it', 'feel', 'mr', 'your', 'not', 'my', 'real', 'valentine', 'just', 'my', 'yo', 'valentine', 'even', 'tho', 'u', 'hardly', 'play']"
0,"['iâ', 'ã', 'ã', 'm', 'parked', 'next', 'to', 'a', 'mini', 'when', 'are', 'you', 'coming', 'in', 'today', 'do', 'you', 'think']"
0,"['sorry', 'my', 'roommates', 'took', 'forever', 'it', 'ok', 'if', 'i', 'come', 'by', 'now']"
0,"['daddy', 'shu', 'shu', 'is', 'looking', 'u', 'u', 'wan', 'me', 'tell', 'him', 'u', 're', 'not', 'in', 'singapore', 'or', 'wat']"
0,"['smith', 'waste', 'da', 'i', 'wanna', 'gayle']"
0,"['on', 'a', 'tuesday', 'night', 'r', 'u', 'real']"
0,"['we', 'regret', 'to', 'inform', 'u', 'that', 'the', 'nhs', 'has', 'made', 'a', 'mistake', 'u', 'were', 'never', 'actually', 'born', 'please', 'report', 'yor', 'local', 'hospital', 'b', 'terminated', 'we', 'r', 'sorry', 'the', 'inconvenience']"
0,"['tacos', 'rajas', 'burrito', 'right']"
0,"['alright', 'babe']"
0,"['dear', 'umma', 'she', 'called', 'me', 'now']"
0,"['well', 'there', 's', 'a', 'pattern', 'emerging', 'of', 'my', 'friends', 'telling', 'me', 'to', 'drive', 'up', 'and', 'come', 'smoke', 'with', 'them', 'and', 'then', 'telling', 'me', 'that', 'i', 'm', 'a', 'weed', 'fiend', 'make', 'them', 'smoke', 'too', 'much', 'impede', 'their', 'doing', 'other', 'things', 'so', 'you', 'see', 'how', 'i', 'm', 'hesitant']"
0,"['after', 'completed', 'degree', 'there', 'is', 'no', 'use', 'in', 'joining', 'finance']"
0,"['k', 'i', 'll', 'take', 'care', 'of', 'it']"
1,"['interflora', 'ã', 'ã', 'it', 's', 'not', 'too', 'late', 'to', 'order', 'interflora', 'flowers', 'for', 'christmas', 'call', 'to', 'place', 'your', 'order', 'before', 'midnight', 'tomorrow']"
0,"['s', 'fine', 'anytime', 'all', 'the', 'best', 'with', 'it']"
0,"['will', 'purchase', 'd', 'stuff', 'today', 'and', 'mail', 'to', 'you', 'do', 'you', 'have', 'a', 'po', 'box', 'number']"
0,"['his', 'bday', 'real', 'is', 'in', 'april']"
0,"['nope', 'i', 'm', 'still', 'in', 'the', 'market']"
0,"['ahhhh', 'just', 'woken', 'up', 'had', 'a', 'bad', 'dream', 'about', 'u', 'tho', 'so', 'i', 'dont', 'like', 'u', 'right', 'now', 'i', 'didnt', 'know', 'anything', 'about', 'comedy', 'night', 'but', 'i', 'guess', 'im', 'up', 'for', 'it']"
0,"['hi', 'baby', 'im', 'cruisin', 'with', 'my', 'girl', 'friend', 'what', 'r', 'u', 'up', 'give', 'me', 'a', 'call', 'in', 'and', 'hour', 'at', 'home', 'if', 'thats', 'alright', 'or', 'fone', 'me', 'on', 'this', 'fone', 'now', 'love', 'jenny', 'xxx']"
0,"['lt', 'gt', 'in', 'mca', 'but', 'not', 'conform']"
0,"['r', 'u', 'still', 'working', 'now']"
0,"['lol', 'no', 'i', 'just', 'need', 'to', 'cash', 'in', 'my', 'nitros', 'hurry', 'come', 'on', 'before', 'i', 'crash', 'out']"
0,"['except', 'theres', 'a', 'chick', 'with', 'huge', 'boobs']"
0,"['i', 'm', 'freezing', 'and', 'craving', 'ice', 'fml']"
0,"['really', 'good', 'dhanush', 'rocks', 'once', 'again']"
0,"['i', 'will', 'be', 'outside', 'office', 'take', 'all', 'from', 'there']"
0,"['thanx', 'e', 'brownie', 'it', 's', 'v', 'nice']"
0,"['cool', 'i', 'll', 'text', 'you', 'when', 'i', 'm', 'on', 'the', 'way']"
0,"['oh', 'you', 'got', 'many', 'responsibilities']"
1,"['hello', 'from', 'orange', 'for', 'month', 's', 'free', 'access', 'to', 'games', 'news', 'and', 'sport', 'plus', 'free', 'texts', 'and', 'photo', 'messages', 'reply', 'yes', 'terms', 'apply', 'www', 'orange', 'co', 'uk', 'ow']"
0,"['wow', 'didn', 't', 'think', 'it', 'was', 'that', 'common', 'i', 'take', 'it', 'all', 'back', 'ur', 'not', 'a', 'freak', 'unless', 'u', 'chop', 'it', 'off']"
0,"['its', 'sunny', 'in', 'california', 'the', 'weather', 's', 'just', 'cool']"
0,"['i', 'jus', 'hope', 'its', 'true', 'that', 'missin', 'me', 'cos', 'i', 'm', 'really', 'missin', 'him', 'you', 'haven', 't', 'done', 'anything', 'to', 'feel', 'guilty', 'about', 'yet']"
0,"['it', 'wont', 'b', 'until', 'as', 'trying', 'sort', 'house', 'out', 'is', 'that', 'ok']"
0,"['marrow', 'only', 'wed', 'at', 'lt', 'gt', 'to', 'aha']"
0,"['tell', 'me', 'whos', 'this', 'pls']"
0,"['cold', 'dont', 'be', 'sad', 'dear']"
0,"['thatâ', 'ã', 'ã', 's', 'the', 'thing', 'with', 'apes', 'u', 'can', 'fight', 'to', 'the', 'death', 'to', 'keep', 'something', 'but', 'the', 'minute', 'they', 'have', 'it', 'when', 'u', 'let', 'go', 'thats', 'it']"
0,"['what', 's', 'up', 'bruv', 'hope', 'you', 'had', 'a', 'great', 'break', 'do', 'have', 'a', 'rewarding', 'semester']"
0,"['fair', 'enough', 'anything', 'going', 'on']"
0,"['today', 'is', 'sorry', 'day', 'if', 'ever', 'i', 'was', 'angry', 'with', 'you', 'if', 'ever', 'i', 'misbehaved', 'or', 'hurt', 'you', 'plz', 'plz', 'just', 'slap', 'urself', 'bcoz', 'its', 'ur', 'fault', 'i', 'm', 'basically', 'good']"
0,"['i', 'dont', 'have', 'i', 'shall', 'buy', 'one', 'dear']"
0,"['i', 'am', 'sorry', 'it', 'hurt', 'you']"
0,"['i', 'love', 'to', 'wine', 'and', 'dine', 'my', 'lady']"
0,"['did', 'he', 'say', 'how', 'fantastic', 'i', 'am', 'by', 'any', 'chance', 'or', 'anything', 'need', 'a', 'bigger', 'life', 'lift', 'as', 'losing', 'the', 'will', 'live', 'do', 'you', 'think', 'i', 'would', 'be', 'the', 'first', 'person', 'die', 'from', 'n', 'v', 'q']"
0,"['oh', 'god', 'i', 'm', 'gonna', 'google', 'nearby', 'cliffs', 'now']"
0,"['just', 'glad', 'to', 'be', 'talking', 'to', 'you']"
1,"['not', 'heard', 'from', 'u', 'a', 'while', 'call', 'rude', 'chat', 'private', 'line', 'to', 'cum', 'wan', 'c', 'pics', 'of', 'me', 'gettin', 'shagged', 'then', 'text', 'pix', 'to', 'end', 'send', 'stop', 'sam', 'xxx']"
0,"['so', 'lets', 'make', 'it', 'saturday', 'or', 'monday', 'as', 'per', 'convenience']"
0,"['ya', 'they', 'are', 'well', 'and', 'fine', 'bbd', 'pooja', 'full', 'pimples', 'even', 'she', 'become', 'quite', 'black', 'and', 'ur', 'rite', 'here', 'its', 'too', 'cold', 'wearing', 'sweatter']"
0,"['ya', 'ok', 'then', 'had', 'dinner']"
0,"['great', 'so', 'should', 'i', 'send', 'you', 'my', 'account', 'number']"
0,"['yeah', 'go', 'on', 'then', 'bored', 'and', 'depressed', 'sittin', 'waitin', 'for', 'phone', 'to', 'ring', 'hope', 'the', 'wind', 'drops', 'though', 'scary']"
1,"['last', 'chance', 'claim', 'ur', 'ã', 'â', 'worth', 'of', 'discount', 'vouchers', 'today', 'text', 'shop', 'to', 'now', 'savamob', 'offers', 'mobile', 't', 'cs', 'savamob', 'pobox', 'muz', 'ã', 'â', 'sub']"
0,"['i', 'm', 'not', 'coming', 'over', 'do', 'whatever', 'you', 'want']"
1,"['free', 'message', 'jamster', 'get', 'the', 'crazy', 'frog', 'sound', 'now', 'for', 'poly', 'text', 'mad', 'for', 'real', 'text', 'mad', 'to', 'crazy', 'sounds', 'for', 'just', 'gbp', 'week', 'only', 't', 'c', 's', 'apply']"
1,"['urgent', 'we', 'are', 'trying', 'to', 'contact', 'u', 'todays', 'draw', 'shows', 'that', 'you', 'have', 'won', 'a', 'ã', 'â', 'prize', 'guaranteed', 'call', 'from', 'land', 'line', 'claim', 'a', 'valid', 'hrs', 'only']"
0,"['em', 'its', 'olowoyey', 'usc', 'edu', 'have', 'a', 'great', 'time', 'in', 'argentina', 'not', 'sad', 'about', 'secretary', 'everything', 'is', 'a', 'blessing']"
0,"['not', 'much', 'no', 'fights', 'it', 'was', 'a', 'good', 'nite']"
0,"['lt', 'gt', 'ish', 'minutes', 'was', 'minutes', 'ago', 'wtf']"
1,"['join', 'the', 'uk', 's', 'horniest', 'dogging', 'service', 'and', 'u', 'can', 'have', 'sex', 'nite', 'just', 'sign', 'up', 'and', 'follow', 'the', 'instructions', 'txt', 'entry', 'to', 'now', 'nyt', 'eca', 'lp', 'msg', 'p']"
1,"['call', 'listen', 'to', 'extreme', 'dirty', 'live', 'chat', 'going', 'on', 'in', 'the', 'office', 'right', 'now', 'total', 'privacy', 'no', 'one', 'knows', 'your', 'sic', 'listening', 'p', 'min', 'mp']"
0,"['so', 'do', 'you', 'have', 'samus', 'shoulders', 'yet']"
0,['havent']
0,"['alex', 'knows', 'a', 'guy', 'who', 'sells', 'mids', 'but', 'he', 's', 'down', 'in', 'south', 'tampa', 'and', 'i', 'don', 't', 'think', 'i', 'could', 'set', 'it', 'up', 'before', 'like']"
0,"['if', 'you', 'hear', 'a', 'loud', 'scream', 'in', 'about', 'lt', 'gt', 'minutes', 'its', 'cause', 'my', 'gyno', 'will', 'be', 'shoving', 'things', 'up', 'me', 'that', 'don', 't', 'belong']"
0,"['thanx', 'but', 'my', 'birthday', 'is', 'over', 'already']"
0,"['what', 'type', 'of', 'stuff', 'do', 'you', 'sing']"
0,"['wishing', 'you', 'and', 'your', 'family', 'merry', 'x', 'mas', 'and', 'happy', 'new', 'year', 'in', 'advance']"
1,"['dating', 'service', 'cal', 'l', 'boxskch']"
0,"['oh', 'ok']"
0,"['haha', 'awesome', 'i', 'might', 'need', 'to', 'take', 'you', 'up', 'on', 'that', 'what', 'you', 'doin', 'tonight']"
0,"['i', 'want', 'snow', 'it', 's', 'just', 'freezing', 'and', 'windy']"
0,"['sorry', 'i', 'll', 'call', 'later', 'in', 'meeting']"
0,"['still', 'chance', 'there', 'if', 'you', 'search', 'hard', 'you', 'will', 'get', 'it', 'let', 'have', 'a', 'try']"
0,"['beautiful', 'truth', 'against', 'gravity', 'read', 'carefully', 'our', 'heart', 'feels', 'light', 'when', 'someone', 'is', 'in', 'it', 'but', 'it', 'feels', 'very', 'heavy', 'when', 'someone', 'leaves', 'it', 'good', 'night']"
0,"['that', 'day', 'you', 'asked', 'about', 'anand', 'number', 'why']"
0,"['sorry', 'got', 'a', 'late', 'start', 'we', 're', 'on', 'the', 'way']"
0,"['da', 'is', 'good', 'good', 'player', 'why', 'he', 'is', 'unsold']"
0,"['rofl', 'betta', 'invest', 'in', 'some', 'anti', 'aging', 'products']"
0,"['the', 'guy', 'kadeem', 'hasn', 't', 'been', 'selling', 'since', 'the', 'break', 'i', 'know', 'one', 'other', 'guy', 'but', 'he', 's', 'paranoid', 'as', 'fuck', 'and', 'doesn', 't', 'like', 'selling', 'without', 'me', 'there', 'and', 'i', 'can', 't', 'be', 'up', 'there', 'til', 'late', 'tonight']"
0,"['and', 'by', 'when', 'you', 're', 'done', 'i', 'mean', 'now']"
0,"['what', 'you', 'doing', 'how', 'are', 'you']"
1,"['bloomberg', 'message', 'center', 'why', 'wait', 'apply', 'for', 'your', 'future', 'http', 'careers', 'bloomberg', 'com']"
0,"['did', 'u', 'got', 'that', 'persons', 'story']"
0,"['nah', 'can', 't', 'help', 'you', 'there', 'i', 've', 'never', 'had', 'an', 'iphone']"
0,"['sorry', 'i', 'll', 'call', 'later']"
1,['tfp']
0,"['a', 'boy', 'was', 'late', 'home', 'his', 'father', 'power', 'of', 'frndship']"
0,"['how', 'are', 'you', 'just', 'checking', 'up', 'on', 'you']"
0,"['i', 'hope', 'you', 'that', 's', 'the', 'result', 'of', 'being', 'consistently', 'intelligent', 'and', 'kind', 'start', 'asking', 'him', 'about', 'practicum', 'links', 'and', 'keep', 'your', 'ears', 'open', 'and', 'all', 'the', 'best', 'ttyl']"
0,"['hi', 'darlin', 'i', 'cantdo', 'anythingtomorrow', 'as', 'myparents', 'aretaking', 'me', 'outfor', 'a', 'meal', 'when', 'are', 'u', 'free', 'katexxx']"
0,"['hey', 'you', 'can', 'pay', 'with', 'salary', 'de', 'only', 'lt', 'gt']"
0,"['yeah', 'do', 'donâ', 'ã', 'ã', 't', 'stand', 'to', 'close', 'tho', 'youâ', 'ã', 'ã', 'll', 'catch', 'something']"
0,"['ok', 'i', 'msg', 'u', 'b', 'i', 'leave', 'my', 'house']"
0,"['still', 'i', 'have', 'not', 'checked', 'it', 'da']"
1,"['private', 'your', 'account', 'statement', 'for']"
